block,idx,tensor_idx
[2*]C(=O)COC(=O)C[1*],152258,591
[1*]NC1CCN(CC([2*])=O)CC1,152259,592
[1*]N1CCCC(C([2*])=O)C1,152260,593
[2*]C(=O)CN(C)CC([1*])=O,152261,594
[1*]N(C)CC([2*])=O,152262,595
[1*]NCc1nnc(SCC([2*])=O)o1,152263,596
[3*]N1CCCC1,152264,597
[3*]Nc1ccc(F)cc1F,152265,598
[1*]c1nnc(SCC([2*])=O)o1,152266,599
[3*]Nc1ccc(C(=O)OC)cc1,152267,600
[1*]c1nc(C#N)c([2*])o1,152268,601
[1*]Nc1nnc(SCC([2*])=O)s1,152269,602
[3*]NC1CCS(=O)(=O)C1,152270,603
[2*]C(=O)CSc1nnc([1*])[nH]1,152271,604
[3*]NCCOC,152272,605
[3*]c1ccc(C(F)(F)F)cn1,152273,606
[2*]C(=O)C(C[1*])NC(C)=O,152274,607
[2*]C(=O)C(=O)NC[1*],152275,608
[3*]N1CC(C)CC(C)C1,152276,609
[2*]c1ncnc2c1cnn2[1*],152277,610
[3*]Nc1ccc(C(C)C)cc1,152278,611
[3*]Nc1nnc(CC)s1,152279,612
[2*]C(=O)c1ccc([1*])nc1,152280,613
[2*]C=CC(=O)N[1*],152281,614
[2*]c1ccc2ncnc([1*])c2c1,152282,615
[3*]Nc1cccc(Cl)c1C,152283,616
[3*]c1c(C)noc1C,152284,617
[3*]Nc1cc(C)on1,152285,618
[2*]C(=O)CSc1ccc2nnc([1*])n2n1,152286,619
[2*]C(=O)C1CCN(C[1*])CC1,152287,620
[2*]C(=O)CN([1*])S(C)(=O)=O,152288,621
[3*]OC(=O)c1ccccc1,152289,622
[3*]Nc1nc2ccccc2s1,152290,623
[3*]N1CCCC(C)C1,152291,624
[3*]c1cccc(C)c1C,152292,625
[3*]C(=O)C1COc2ccccc2O1,152293,626
[3*]C(=O)C1CCCO1,152294,627
[3*]N1CC(C)OC(C)C1,152295,628
[2*]C(=O)CSC[1*],152296,629
[3*]N1CCCC(C(=O)OCC)C1,152297,630
[2*]C(=O)CSCC([1*])=O,152298,631
[2*]N(C)CC([1*])=O,152299,632
[3*]NCc1ccccc1Cl,152300,633
[2*]OCC(=O)NC[1*],152301,634
[2*]c1cn(C[1*])nn1,152302,635
[3*]c1ccc(OCCC)cc1,152303,636
[3*]NCCCOC,152304,637
[2*]NC([1*])CC(=O)O,152305,638
[2*]C(=O)CN([1*])C,152306,639
[3*]Nc1ccc(F)c(Cl)c1,152307,640
[2*]C(=O)CSc1nnc([1*])n1CC=C,152308,641
[2*]N1C2CCC1C(C(=O)OC)=C([1*])C2,152309,642
[2*]C1N([1*])C(=O)C2CCCN21,152310,643
[3*]Nc1ccc(CC)cc1,152311,644
[1*]c1ccc(SCC([2*])=O)nn1,152312,645
[1*]N(Cc1nc([2*])no1)C(C)C,152313,646
[2*]C(=O)CN1CCN([1*])CC1,152314,647
[2*]c1ccc(OC)c([1*])c1,152315,648
[2*]C(=O)CSc1n[nH]c([1*])n1,152316,649
[3*]Nc1ccc(C)c(Cl)c1,152317,650
[2*]C(=O)CSc1nnc([1*])n1Cc1ccco1,152318,651
[2*]NNC(=O)N[1*],152319,652
[3*]NCCC1=CCCCC1,152320,653
[2*]C(=O)C(C)N[1*],152321,654
[3*]NC1CCCCCC1,152322,655
[1*]n1c(Cc2cccn2C)nnc1SCC([2*])=O,152323,656
[2*]C(=O)C1CC(=O)N([1*])C1,152324,657
[2*]N1CCCC(N[1*])C1,152325,658
[2*]OC(C)C([1*])=O,152326,659
[3*]NC(C)C,152327,660
[1*]c1nc([2*])cs1,152328,661
[3*]NC(C)CC,152329,662
[2*]C(=O)CCCO[1*],152330,663
[3*]NC1CCCCC1C,152331,664
[1*]c1ccc(=O)n(CC([2*])=O)n1,152332,665
[2*]NNC(=S)N[1*],152333,666
[2*]C(=O)CSc1nnc([1*])o1,152334,667
[1*]NCc1ccc([2*])cc1,152335,668
[1*]c1cc([2*])nc(C)n1,152336,669
[2*]NCCC([1*])=O,152337,670
[3*]N(C)C1CCCCC1,152338,671
[2*]C(=O)C1CCCN([1*])C1,152339,672
[2*]C(=O)CSc1nnc([1*])n1N,152340,673
[2*]c1cc(C)n([1*])c1C,152341,674
[1*]Nc1cc(Cl)ccc1[2*],152342,675
[3*]C(=O)C1CCC1,152343,676
[3*]NC1CCCc2ccccc21,152344,677
[3*]NC(C)(C)C,152345,678
[2*]C(=O)Cc1ccc([1*])cc1,152346,679
[1*]NC1(C([2*])=O)CCCCC1,152347,680
[1*]C(=O)CCN[2*],152348,681
[3*]C(=O)COC,152349,682
[2*]C(=O)CCO[1*],152350,683
[2*]C(=O)C1CCCN1[1*],152351,684
[2*]CCC(=O)N[1*],152352,685
[2*]N1CCCC([1*])C1,152353,686
[3*]c1nonc1N,152354,687
[1*]Nc1cc([2*])ccc1C,152355,688
[3*]OCC(CC)CCCC,152356,689
[3*]C(=O)C(=C)C,152357,690
[2*]NCCCN([1*])CC,152358,691
[3*]Nc1cc(C)ccc1OC,152359,692
[3*]c1cccc(OC)c1OC,152360,693
[3*]c1cn[nH]c1,152361,694
[2*]C(=O)CCCC([1*])=O,152362,695
[1*]c1nc([2*])c(C)o1,152363,696
[2*]Nc1nc([1*])cs1,152364,697
[2*]N1CCCC(N2CCN([1*])CC2)C1,152365,698
[2*]N1CCCC1[1*],152366,699
[2*]c1ccc(N[1*])cc1,152367,700
[3*]NCCCOCC,152368,701
[2*]OCC(=O)NCC[1*],152369,702
[1*]C(=O)c1ccc([2*])o1,152370,703
[2*]c1ccc(C)c([1*])c1,152371,704
[3*]OCCC(C)C,152372,705
[2*]C(=O)C(Cc1ccccc1)N[1*],152373,706
[2*]c1nc([1*])c(C)o1,152374,707
[1*]C(=O)Cn1nnc([2*])n1,152375,708
[3*]C(=O)CCCCCCCCCC,152376,709
[2*]Nc1cccc([1*])c1,152377,710
[1*]c1ccc([2*])o1,152378,711
[2*]C(=O)c1ccc(C)c([1*])c1,152379,712
[2*]CN1CCC(N[1*])CC1,152380,713
[2*]NCc1ccc([1*])cc1,152381,714
[2*]C(=O)c1ccc([1*])s1,152382,715
[2*]Nc1c(C)n(C)n([1*])c1=O,152383,716
[3*]c1ncnc2[nH]ccc12,152384,717
[1*]C(=O)CCC[2*],152385,718
[3*]NCC1CC1,152386,719
[3*]c1cnc(N)nc1,152387,720
[2*]COc1ccc([1*])cc1,152388,721
[3*]C(=O)CCCCCCCCC,152389,722
[3*]C(=O)CCCCCCCCCCCC,152390,723
[1*]C(=O)CCC([2*])=O,152391,724
[2*]Cc1ccc([1*])cc1,152392,725
[2*]Nc1ccc([1*])cc1,152393,726
[2*]C1CCN([1*])CC1,152394,727
[3*]n1nccn1,152395,728
[2*]C(=O)CCCCCCCC[1*],152396,729
[2*]c1ccc([1*])c(OC)c1,152397,730
[1*]C(=O)CCCC[2*],152398,731
[2*]c1ccc(NC(=O)N[1*])cc1,152399,732
[3*]C(=O)CCCCCCCCCCCCCCC,152400,733
[2*]Cn1c(N)c([1*])c(=O)[nH]c1=O,152401,734
[1*]c1nc(CS(=O)CC([2*])=O)c(C)o1,152402,735
[1*]c1cnc([2*])[nH]1,152403,736
[2*]OC/C=C(/[1*])C,152404,737
[3*]CCC=C(C)C,152405,738
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,152406,739
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCC(C)C,152407,740
[3*]C(=O)CCCCCCCCCCCCC(C)C,152408,741
[3*]C(=O)CCCCCCCCCCCCCCCCC(C)CC,152409,742
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCC(C)C,152410,743
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,152411,744
[3*]C(=O)CCCCCCCCCCCCCCCC,152412,745
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCC(C)C,152413,746
[3*]C(=O)CCCCCCCCCCCCCC(C)C,152414,747
[3*]c1oc(CCCCC)c(C)c1C,152415,748
[1*]C(=O)CCCCCCCCCC[2*],152416,749
[2*]O[C@H](CO[1*])COP(=O)(O)OCCN,152417,750
[3*]C(=O)CCCCCCCCCCCCCC,152418,751
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCCC(C)C,152419,752
[3*]C(=O)CCCCCCCCCCCCCCCCCCC(C)C,152420,753
[3*]OC(CC(=O)[O-])C[N+](C)(C)C,152421,754
[2*]C(=O)CCCCCCCCCCCC[1*],152422,755
[3*]c1oc(CCC)c(C)c1C,152423,756
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCC(C)C,152424,757
[2*]C(=O)CCCCCCCCC[1*],152425,758
[3*]C(=O)CCCCCCCCCCCCC(C)CC,152426,759
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCC(C)C,152427,760
[3*]C(=O)CCCCCCCCCCC(C)C,152428,761
[3*]C(=O)CCCCCCCCCCCCCCCCCC,152429,762
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,152430,763
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCC(C)CC,152431,764
[3*]C(=O)CCCCCCCCCCCCCCCCC,152432,765
[2*]OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O[1*],152433,766
[3*]C(=O)CCCCCCCCCCCCC,152434,767
[3*]C(=O)CCCCCCCCCCCCCCCCCCCC,152435,768
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCC(C)C,152436,769
[1*]OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O)O[2*],152437,770
[1*]/C=C\C/C=C\[2*],152438,771
[1*]/C=C\C/C=C\C[2*],152439,772
[3*]CCCCC,152440,773
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCCCC(C)C,152441,774
[3*]C(=O)CCCCCCCCCCCC(C)C,152442,775
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCC,152443,776
[2*]C(=O)CCCCCCCCCC[1*],152444,777
[3*]C(=O)CCCCCCCCCCCCCCC(C)C,152445,778
[3*]C(=O)CCCCCCCCCCCCCCCCCCC,152446,779
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCC(C)CC,152447,780
[1*]C(=O)CCCCCCCCCCCC[2*],152448,781
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCC,152449,782
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCC(C)C,152450,783
[2*]O[C@H](CO[1*])COC(=O)CCCCCCCCC(C)CC,152451,784
[2*]OC[C@H](COP(=O)(O)OCCN)O[1*],152452,785
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCC(C)C,152453,786
[3*]C(=O)CCCCCCCCCCCCCCCC(C)C,152454,787
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCC(C)C,152455,788
[1*]C(=O)CCCCCCCC[2*],152456,789
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCC,152457,790
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCC(C)CC,152458,791
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCC(C)C,152459,792
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCC(C)C,152460,793
[3*]C(=O)CCCCCCCCC(C)C,152461,794
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCC(C)C,152462,795
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCC(C)C,152463,796
[3*]C(=O)CCCCCCCCCCCCCCCCCC(C)C,152464,797
[3*]C(=O)CCCCCCCCCCCCCCCCC(C)C,152465,798
[3*]C(=O)CCCCCCCCCCC(C)CC,152466,799
[3*]C(=O)CCCCCCCCC(C)CC,152467,800
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCCCCC(C)C,152468,801
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCC(C)C,152469,802
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCC(C)C,152470,803
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCC(C)CC,152471,804
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCC(C)C,152472,805
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCC(C)CC,152473,806
[2*]C(=O)CCCCCCC/C=C\[1*],152474,807
[3*]CCCCCC,152475,808
[2*]/C=C\C[C@H]1[C@@H](O)CC(O)O[C@@H]1[1*],152476,809
[3*]/C=C/[C@@H](O)CCCCC,152477,810
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCCCC,152478,811
[1*]O[C@H](CO[2*])COP(=O)([O-])OCC[N+](C)(C)C,152479,812
[2*]C(=O)CCCCCCCCC/C=C\[1*],152480,813
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,152481,814
[3*]/C=C/C(=O)CCCCC,152482,815
[2*]/C=C\C/C=C\C[1*],152483,816
[1*]C(=O)CCC/C=C\[2*],152484,817
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,152485,818
[1*]C(=O)CCCCCC/C=C\[2*],152486,819
[2*]O[C@H](CO[1*])COP(=O)([O-])OCC[N+](C)(C)C,152487,820
[2*]C(=O)CCCCC(=O)C[C@@H]1[C@@H]([1*])[C@H](O)C[C@@H]1O,152488,821
[2*]O[C@H](CO[1*])COC(=O)CCCCCCCCCC(C)C,152489,822
[2*]C(=O)C/C=C\[1*],152490,823
[2*]C[C@H]1[C@@H]([1*])[C@H](O)C[C@@H]1O,152491,824
[3*]/C=C/[C@H](O)CCCCC,152492,825
[1*]/C=C\CC1OC1C[2*],152493,826
[1*]OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O[2*],152494,827
[3*]/C=C\CCCC,152495,828
[1*]C(=O)CCCCCCCCC/C=C\[2*],152496,829
[3*]/C=C\CCCCCCCC,152497,830
[1*]C/C=C\C/C=C\[2*],152498,831
[1*]C(=O)CC/C=C\[2*],152499,832
[2*]C(=O)CC/C=C\C/C=C\[1*],152500,833
[3*]CC1OC1C/C=C\CC,152501,834
[2*]/C=C\C/C=C\C/C=C\[1*],152502,835
[2*]C(=O)CCC/C=C\[1*],152503,836
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCC(C)C,152504,837
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCC,152505,838
[2*]C(=O)CCCC1OC1C/C=C\[1*],152506,839
[2*]/C=C\C[C@H]1C=CC(=O)[C@@H]1[1*],152507,840
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCC(C)C,152508,841
[1*]C(=O)CCCCCCC[2*],152509,842
[1*]OC[C@H](CO[2*])OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,152510,843
[3*]C/C=C\CC,152511,844
[2*]C(=O)CCCCCC[C@H]1[C@@H](O)CC(=O)[C@@H]1[1*],152512,845
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCC(C)C,152513,846
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCC(C)CC,152514,847
[3*]C(=O)CCCCCCCCCC(C)C,152515,848
[2*]C(=O)CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1[1*],152516,849
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCC(C)C,152517,850
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCC(C)CC,152518,851
[2*]/C=C\C/C=C\[1*],152519,852
[1*]C(=O)CCCCCCCCC[2*],152520,853
[2*]C(=O)CC/C=C\[1*],152521,854
[1*]C(=O)CCCCCCCCCCC[2*],152522,855
[1*]OC[C@H](CO[2*])OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,152523,856
[1*]/C=C\C/C=C\C/C=C\[2*],152524,857
[1*]C(=O)CCC[C@@H](O)/C=C/[2*],152525,858
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCC(C)CC,152526,859
[1*]OC[C@H](CO[2*])OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,152527,860
[2*]C(=O)CCCCCCCCCCC[1*],152528,861
[3*]C/C=C\CC1OC1CCCCC,152529,862
[2*]/C=C/C[C@@H]1[C@@H]([1*])[C@H](O)C[C@@H]1O,152530,863
[1*]/C=C/C/C=C/[2*],152531,864
[1*]C(=O)CCCC(O)/C=C/[2*],152532,865
[2*]CC1OC1C[1*],152533,866
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCC,152534,867
[1*]C(=O)CCCCCCC/C=C\[2*],152535,868
[3*]C/C=C\CCCCCCCC,152536,869
[2*]C(=O)CCCCCC/C=C\[1*],152537,870
[2*]C(=O)CCCC/C=C\[1*],152538,871
[2*]/C=C\C[C@H]1[C@@H](O)CC(=O)[C@@H]1[1*],152539,872
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCC(C)CC,152540,873
[2*]C(=O)CCC(O)/C=C\[1*],152541,874
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCC,152542,875
[2*]C(=O)CCCC(O)/C=C/[1*],152543,876
[1*]C(=O)CCCC1OC1C/C=C\[2*],152544,877
[3*]/C=C\CCCCCC,152545,878
[3*]C/C=C\CCCCC,152546,879
[1*]C(=O)CCCC1OC1C[2*],152547,880
[1*]C(=O)CCCCCCCC/C=C\[2*],152548,881
[3*]/C=C\CC1OC1CCCCC,152549,882
[1*]C(=O)CCCC/C=C\[2*],152550,883
[2*]/C=C\CC1OC1C[1*],152551,884
[3*]C/C=C\C/C=C\CC,152552,885
[1*]OC[C@@H](COCCCCCCCCCCCCCCCCCC)O[2*],152553,886
[1*]C(=O)CCCCC[2*],152554,887
[2*]C(=O)CCCCCC[C@@H]1[C@@H]([1*])[C@H](O)C[C@@H]1O,152555,888
[2*]/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1[1*],152556,889
[1*]OC[C@H](CO[2*])OC(=O)CCCCCCCCC/C=C\CCCCCCCC,152557,890
[2*]C(=O)CCCCCCCC1OC1C[1*],152558,891
[3*]/C=C\CCCCC,152559,892
[2*]/C=C/C(O)C/C=C\[1*],152560,893
[2*]O[C@H](CO[1*])COC(=O)CCCCCCCCCCC(C)CC,152561,894
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCC(C)C,152562,895
[1*]CC1OC1C[2*],152563,896
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,152564,897
[2*]O[C@H](CO[1*])COC(=O)CCCCCCCCCCC(C)C,152565,898
[2*]OC[C@@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,152566,899
[2*]C(=O)CCCCCCCC/C=C\[1*],152567,900
[2*]O[C@H](CO[1*])COC(=O)CCCCCCCCCCCC(C)C,152568,901
[2*]OC[C@H](CO[1*])OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,152569,902
[1*]C(=O)CCC[C@H](O)/C=C/[2*],152570,903
[1*]C(=O)CCCCCCCC1OC1C/C=C\[2*],152571,904
[2*]O[C@@H](CO[1*])COC(=O)CCCCCCCCCCC(C)CC,152572,905
[1*]C(=O)CCCCCCCCCCCCC[2*],152573,906
[2*]C(=O)CCCCCCCCCCCCC[1*],152574,907
[1*]/C=C\C(O)C[2*],152575,908
[1*]C(=O)CCCCCC[2*],152576,909
[2*]/C=C/[C@H](O)C/C=C\[1*],152577,910
[1*]/C=C\C/C=C/[2*],152578,911
[1*]/C=C\[C@H](O)C[2*],152579,912
[1*]C(=O)CCCCCCCC(=O)/C=C/[2*],152580,913
[2*]C(=O)CCC/C=C/[1*],152581,914
[2*]/C=C\C(O)C[1*],152582,915
[1*]C(=O)CCCC(=O)/C=C/[2*],152583,916
[2*]C(=O)[C@@H](N)CS[C@H](/C=C/C=C/[1*])[C@@H](O)CCCC(=O)O,152584,917
[2*]C(=O)CCCC(=O)/C=C/[1*],152585,918
[2*]/C=C/[C@@H](O)C/C=C\[1*],152586,919
[3*]C(=O)CC/C=C\[11*],152587,920
[1*]O[C@H](CO[2*])COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,152588,921
[1*]C(=O)CCC/C=C/[2*],152589,922
[1*]/C=C\C=C\[C@H](O)C[2*],152590,923
[3*]/C=C/[C@@H](O)C/C=C\CC,152591,924
[1*]OC[C@H](COP(=O)(O)OCCN)O[2*],152592,925
[2*]O[C@H](CO[1*])COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,152593,926
[1*]O[C@H](CO[2*])COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O,152594,927
[2*]OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O)O[1*],152595,928
[1*]O[C@H](CO[2*])COP(=O)(O)OCCN,152596,929
[1*]OC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)O[2*],152597,930
[2*]O[C@H](CO[1*])COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O,152598,931
[2*]OC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)O[1*],152599,932
[1*]O[C@H](CO[2*])COP(=O)(O)OC[C@H](N)C(=O)O,152600,933
[3*]C/C=C\CCC,152601,934
[2*]/C=C/C/C=C/[1*],152602,935
[3*]C(=O)CCCCCCCCC[11*],152603,936
[3*]C(=O)CCCCC[11*],152604,937
[3*]C(=O)CCCCCCC[11*],152605,938
[3*]C(=O)CCC[11*],152606,939
[1*]OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)O[2*],152607,940
[3*]C(=O)CCCC[11*],152608,941
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCCCCC,152609,942
[3*]C(=O)CCCCCCCCCCCCCCCCCCCCCC,152610,943
[2*]c1ccc2c(c1)c1ccccc1n2[1*],152611,944
[1*]c1ccc([2*])c(OC)c1,152612,945
[3*]OCC(CCCCCC)CCCCCCCC,152613,946
[3*]CC(CC)CCCC,152614,947
[3*]OCC1CC1,152615,948
[3*]OCC(CCCC)CCCCCC,152616,949
*c1ccc2c(c1)C(=O)C(=C[3*])C2=C(C#N)C#N,152617,950
[2*]c1sc2c(sc3c4c5nsnc5c5c6sc7c(CCCCCCCCCCC)c([1*])sc7c6n(CC(CCCCCCCC)CCCCCCCCCC)c5c4n(CC(CCCCCCCC)CCCCCCCCCC)c23)c1CCCCCCCCCCC,152618,951
[2*]C=C1C(=O)c2ccc([1*])cc2C1=C(C#N)C#N,152619,952
[2*]c1sc([1*])c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,152620,953
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc([2*])cc3c([1*])c2s1,152621,954
[2*]c1sc2c(sc3c4c5nsnc5c5c6sc7c(CCCCCCCCCCC)c([1*])sc7c6n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c23)c1CCCCCCCCCCC,152622,955
[2*]C(=O)CCCCCCC/C=C/[1*],152623,956
