Amide synthesis	[CX3H2]=[NX2].[P][OX2][SX4](=[OX1])(=[OX1])[CX4,c].[#6]O[OH].[n][CX3](=[O,S])[n].[NX4+,nX3+][NH2].[#6,O,N,S][CX3](=[O,N])[F,Cl,Br,I].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][NX3H][CX4,c].[CX4][NX3H][O].[CX4H0][NX3H][CX4H2,CX4H3].[#6][CX3]([#6])=[NX2H0R0][!O!N].[#6][CX3](=[SX1])[OX2][#6].[NX2]=[NX2][NX3!H0].[CX4,c][SX2,Se][Cl,Br,I].[#6][CX3](=O)[O][CX3](=O)[#6].[CX3!H0]=[CX3][SX3,SX4](=O).[#6][CX3](=[O])[SX2][#6].[SX3,SX4,NX3+,PX4][CX3]([SX3,SX4,NX3+,PX4])=[C].[NX3][CX4][NX3].[CX4][NX3H][CX3]=[CX3].[#6][NX3][OH].[CX4,c][SeX2H].c[CX4]Br.[CX4][NX3H][NX2]=[CX3H][#6].[NX3H2][CX3]=[CX3].[#6][CX3H]=[NX2][NX3H2].[#6][CX3](=O)[OH].[#6][CX3](=[NX2][NX3H][CX4])[#6].[CX4,c][SnX4!H0].[#6][OX2][Mn].[CX4][NX3H2].[CX2H]#[CX2]P(=O).[CX4][NX3]([CX4])[NX2]=[CX3]([#6])[#6].[#6][CX3](=[O])[SX2H0].[CX4!H0][NX3H][CX4!H0].[CX4][O]S(=O)(=O).[CX2]=[CX3]P(=O).[CX3!H0]=[CX3][CX3H](=[OX1,SX1,NX2]).[#6][CX3](=[SX1])[NX3].[NX3,OH0][CX3](=O)[OH].[#6]N=C=[S].[CX3][N]=[N+]=[N-].[CX4][SeX2][Cl,Br,I].[CH]#[CX2]C(F)(F)(F).[CH]#[CX2][SX3,SX4](=O).[#6][Mg,Cu].[#6,O,N,S][CX3](=[O,N,S])[F,Cl,Br,I].[#6][SeX3](=O)[#6].[#6][CX2]#[N+][#6].[CX4]I.[CX4,c][NX3H2].[CX4,c][SeX2][SeX2][CX4,c].[CX3](=O)[CX3](=O)[CX3](=O).[#6][BX3]([OH])[OH].[#6][Zn][*].[NX1]#[CX2][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[#6][OX2][CX3](=S)[SX2H0].[CX2H]#[CX2][CX3](=[OX1,SX1,NX2])[OH0,#6].[#6][NX3H][N+](=[O])[O-].[#6][SX3](=O)[OH].[NX3][CX3](=[SX1])[NX3].[CX3]=[CX3][OH,SH].[#6][CX3](=[NX2][NX3H2])[#6].[CX2]=[CX3][N+](=O)[O-].[#6][CX3H]=[NX2][NX3H][CX4].[#6]C(=O)On1ccccc1=S.[CX2]=[CX3][SX3,SX4](=O).[CX4]([SX2]1)[CX4]1.[#6][Li].[#6,N,O][CX3](=O)OC(=N)N.[CX2]#[CX2][N+](=O)[O-].[NX3H2][CX3H1]=[NX2][NX3H2].[CX4,CX3,CX2][SX2H].[Sn,P,Si,N][Cl,Br,I,F].[NX3H2][CX4][OH0].[c][NH][CX4H2,CX4H3].[#6][S]C#N.[#6,NX3][S](=O)(=O)[Cl,Br,I].[CX4][NX3]([CX4])[NX2]=[CX3H][#6].[#6]N=C=[O].[OH][CX4][OH0R0].[C]#[CX2][CX4]Br.[#6][NX3!H0][NX3H0].[#6][CX3](=O)[O][PX4,SX4,SX3].[OH0,NX3][CX3](=[SX1])[SX2H].[#6]O[N+]([O-])=O.[NX3][F].[#6][CX3H]=[NX2H].[CX2]=[CX3]C(F)(F)(F).[#6][SeX4](=O)(=O)[#6].[CX3!H0]=[CX3][CX3](=[OX1,SX1,NX2])[#6,OH0].[c][N+]#[NX1].[CX2H]#[CX2][CX3H](=[OX1,SX1,NX2]).[CX4H2,CX4H3][NX3H][CX3]=[CX3].[NX1]#[CX2][CX3]([SX3,SX4,NX3+,PX4])=[C].[AlX3].[#6][SX3](=O)[CX4H2,CX4H1].[C]=[CX3][CX4]Br.[CX4][CX3H]=O.[#6][CX3H]=[NX2H0][!O!NX3].[NX2H1]=[CX3H1][NX3H1][NX3H2].[C]=[N+]([O-])[*].[CX3!H0]=[CX3]P(=O).[NX3][N+](=O)[O-].[#6][NX3H][OH].[CX3]=[CX3][N+](=O)[O-].[CX4][N+]#[NX1].[CX2]=[CX3]C#N.[NX3H2][$([OX2][CX4,c])].O=[CX2]=[CX3].[CX4H2,CX4H3][NX3H][CX4H2,CX4H3].[#6][Pd].c1cc[o+]cc1.[CX4][NX3H][CX4].[#6][BX3R0]([OX2][CX4!H0])[OX2][CX4!H0].[Sn,Si,P][Cl,Br,I,F].[#6,#7][NX2]=O.[CX3](=[O,S])[C]#[N].[N+][N-][N+].[CX2]=[CX3][CX3](=[O,SX1,NX2]).c[SX2H].[NX3,NX2][Cl,Br].[#6][CX3]([#6,O,S])=[NX2H].[N,n][CX3]([O,S])=[NX2H].[CX3!H0]=[CX3]C#N.[O-][N+](=O)CN=[N+]=[N-].[NX2H1]=[CX3]([#6])[NX3H1][NX3H2].[P][SX2][CX4,c].[NX3][CX3](=[SX1])[SX2H0].[NX1]#[CX2][CX3]([CX2]#[NX1])=[C].[CX4!H0,CX2][N+](=O)[O-].[CX4]1[CX4][CX4][SX2]1.[#6][N+]#[C-].[NX3][CX4][OH].[SX3+].[#6][CX2]#[NX2+][#6,O].[NX3H2][CX3]([#6])=[NX2][NX3H2].[#6][CX3](=[NX2][O])[NX3+]([OX1-])=[OX1].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][OH].[P][OX2][P].[CX4,c][NX3H][CX3]=[CX3].[P][Cl,Br,I].[#6][NX3,n][NX3!H0].[NX2,SX3,SX4,OX1]=[CX3][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[#6][BX3R]([OX2][CX4H2,c])[OX2][CX4H2,c].[PX4]=[NX2].[NX3,OH0][CX3](=[OX1])[OH].[CX4][SX2H].[#6][NX3][NX3].[CX4,c][SX2,SeX2][Cl,Br,I].[#6][SeX3](=O)[OH].[CH2]=[CX3]C(F)(F)(F).[NX2,SX3,SX4,OX1]=[CX3][CX3]([SX3,SX4,NX3+,PX4])=[C].[CX4][NX3H][NX2]=[CX3]([#6])[#6].[#6][CX3](=[NX2])[OH0]
Coupling of carboxylic acid with hydrazine	[CX3H2]=[NX2].[P][OX2][SX4](=[OX1])(=[OX1])[CX4,c].[#6]O[OH].[n][CX3](=[O,S])[n].[NX4+,nX3+][NH2].[#6,O,N,S][CX3](=[O,N])[F,Cl,Br,I].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][NX3H][CX4,c].[CX4][NX3H][O].[#6][CX3]([#6])=[NX2H0R0][!O!N].[#6][CX3](=[SX1])[OX2][#6].[NX2]=[NX2][NX3!H0].[CX4,c][SX2,Se][Cl,Br,I].[#6][CX3](=O)[O][CX3](=O)[#6].[CX3!H0]=[CX3][SX3,SX4](=O).[#6][CX3](=[O])[SX2][#6].[SX3,SX4,NX3+,PX4][CX3]([SX3,SX4,NX3+,PX4])=[C].[NX3][CX4][NX3].[#6][NX3][OH].[CX4,c][SeX2H].c[CX4]Br.[CX4][NX3H][NX2]=[CX3H][#6].[NX3H2][CX3]=[CX3].[#6][CX3H]=[NX2][NX3H2].[#6][CX3](=O)[OH].[#6][CX3](=[NX2][NX3H][CX4])[#6].[CX4,c][SnX4!H0].[#6][OX2][Mn].[CX4][NX3H2].[CX2H]#[CX2]P(=O).[CX4][NX3]([CX4])[NX2]=[CX3]([#6])[#6].[#6][CX3](=[O])[SX2H0].[CX4][O]S(=O)(=O).[CX2]=[CX3]P(=O).[CX3!H0]=[CX3][CX3H](=[OX1,SX1,NX2]).[#6][CX3](=[SX1])[NX3].[NX3,OH0][CX3](=O)[OH].[#6]N=C=[S].[CX3][N]=[N+]=[N-].[CX4][SeX2][Cl,Br,I].[CH]#[CX2]C(F)(F)(F).[CH]#[CX2][SX3,SX4](=O).[#6][Mg,Cu].[#6,O,N,S][CX3](=[O,N,S])[F,Cl,Br,I].[#6][SeX3](=O)[#6].[#6][CX2]#[N+][#6].[CX4]I.[CX4,c][SeX2][SeX2][CX4,c].[CX3](=O)[CX3](=O)[CX3](=O).[#6][BX3]([OH])[OH].[#6][Zn][*].[NX1]#[CX2][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[#6][OX2][CX3](=S)[SX2H0].[CX2H]#[CX2][CX3](=[OX1,SX1,NX2])[OH0,#6].[#6][NX3H][N+](=[O])[O-].[#6][SX3](=O)[OH].[NX3][CX3](=[SX1])[NX3].[CX3]=[CX3][OH,SH].[#6][CX3](=[NX2][NX3H2])[#6].[CX2]=[CX3][N+](=O)[O-].[#6][CX3H]=[NX2][NX3H][CX4].[#6]C(=O)On1ccccc1=S.[CX2]=[CX3][SX3,SX4](=O).[CX4]([SX2]1)[CX4]1.[#6][Li].[#6,N,O][CX3](=O)OC(=N)N.[CX2]#[CX2][N+](=O)[O-].[NX3H2][CX3H1]=[NX2][NX3H2].[CX4,CX3,CX2][SX2H].[Sn,P,Si,N][Cl,Br,I,F].[NX3H2][CX4][OH0].[#6][S]C#N.[#6,NX3][S](=O)(=O)[Cl,Br,I].[CX4][NX3]([CX4])[NX2]=[CX3H][#6].[#6]N=C=[O].[OH][CX4][OH0R0].[C]#[CX2][CX4]Br.[#6][NX3!H0][NX3H0].[#6][CX3](=O)[O][PX4,SX4,SX3].[OH0,NX3][CX3](=[SX1])[SX2H].[#6]O[N+]([O-])=O.[NX3][F].[#6][CX3H]=[NX2H].[CX2]=[CX3]C(F)(F)(F).[#6][SeX4](=O)(=O)[#6].[CX3!H0]=[CX3][CX3](=[OX1,SX1,NX2])[#6,OH0].[c][N+]#[NX1].[CX2H]#[CX2][CX3H](=[OX1,SX1,NX2]).[CX4H2,CX4H3][NX3H][CX3]=[CX3].[NX1]#[CX2][CX3]([SX3,SX4,NX3+,PX4])=[C].[AlX3].[#6][SX3](=O)[CX4H2,CX4H1].[C]=[CX3][CX4]Br.[CX4][CX3H]=O.[#6][CX3H]=[NX2H0][!O!NX3].[NX2H1]=[CX3H1][NX3H1][NX3H2].[C]=[N+]([O-])[*].[CX3!H0]=[CX3]P(=O).[NX3][N+](=O)[O-].[#6][NX3H][OH].[CX3]=[CX3][N+](=O)[O-].[CX4][N+]#[NX1].[CX2]=[CX3]C#N.[NX3H2][$([OX2][CX4,c])].O=[CX2]=[CX3].[CX4H2,CX4H3][NX3H][CX4H2,CX4H3].[#6][Pd].c1cc[o+]cc1.[#6][BX3R0]([OX2][CX4!H0])[OX2][CX4!H0].[Sn,Si,P][Cl,Br,I,F].[#6,#7][NX2]=O.[CX3](=[O,S])[C]#[N].[N+][N-][N+].[CX2]=[CX3][CX3](=[O,SX1,NX2]).c[SX2H].[NX3,NX2][Cl,Br].[#6][CX3]([#6,O,S])=[NX2H].[N,n][CX3]([O,S])=[NX2H].[CX3!H0]=[CX3]C#N.[O-][N+](=O)CN=[N+]=[N-].[NX2H1]=[CX3]([#6])[NX3H1][NX3H2].[P][SX2][CX4,c].[NX3][CX3](=[SX1])[SX2H0].[NX1]#[CX2][CX3]([CX2]#[NX1])=[C].[CX4!H0,CX2][N+](=O)[O-].[CX4]1[CX4][CX4][SX2]1.[#6][N+]#[C-].[NX3][CX4][OH].[SX3+].[#6][CX2]#[NX2+][#6,O].[NX3H2][CX3]([#6])=[NX2][NX3H2].[#6][CX3](=[NX2][O])[NX3+]([OX1-])=[OX1].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][OH].[P][OX2][P].[P][Cl,Br,I].[#6][NX3,n][NX3!H0].[NX2,SX3,SX4,OX1]=[CX3][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[#6][BX3R]([OX2][CX4H2,c])[OX2][CX4H2,c].[PX4]=[NX2].[NX3,OH0][CX3](=[OX1])[OH].[CX4][SX2H].[#6][NX3][NX3].[CX4,c][SX2,SeX2][Cl,Br,I].[#6][SeX3](=O)[OH].[CH2]=[CX3]C(F)(F)(F).[NX2,SX3,SX4,OX1]=[CX3][CX3]([SX3,SX4,NX3+,PX4])=[C].[CX4][NX3H][NX2]=[CX3]([#6])[#6].[#6][CX3](=[NX2])[OH0]
Suzuki	[CX3H2]=[NX2].[#6]O[OH].cO[SX4](=O)(=O)[#6].[n][CX3](=[O,S])[n].[#6,O,N,S][CX3](=[O,N])[F,Cl,Br,I].[NX4+,nX3+][NH2].[OH0][CX3](=[SX1])[SX2H].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][NX3H][CX4,c].[NX2]=[NX2][NX3!H0].[CX4,c][SX2,Se][Cl,Br,I].[CX4!H0][CX3H]=O.[#6][CX3](=[SX1])[O][CX4,c].[CX4,c][SeX2H].[NX3H2][CX3]=[CX3].[#6][CX3H]=[NX2][NX3H2].[#6][CX3](=[NX2][NX3H][CX4])[#6].[CX4,c][SnX4!H0].[#6]N=C=[S].[CX3][N]=[N+]=[N-].[#6][SeX3](=O)[#6].[#6][CX2]#[N+][#6].[CX4]I.[CX3]=[CX3]I.[CX4,c][SeX2][SeX2][CX4,c].[CX3]=[N+]=[N-].[#6][BX3]([OH])[OH].[#6][Zn][*].[#6][OX2][CX3](=S)[SX2H0].[#6,NX3][CX3](=O)[O][CX3](=O)[#6,NX3].[#6][SX3](=O)[OH].[#6][CX3](=[NX2][NX3H][#6])[#6].[CX3]=[CX3][OH,SH].[#6][CX3](=[NX2][NX3H2])[#6].[#6][CX3H]=[NX2][NX3H][CX4].[#6][S](=[OX1])[NX3][NX2]=[CX3]([#6])[#6].[#6][S](=[OX1])[NX3][NX2]=[CX3H][#6].[CX4]([SX2]1)[CX4]1.[#6][Mg,Cu][*].[#6][Li].[#6,N,O][CX3](=O)OC(=N)N.[OH][CX4][OH0].[CX3]=[CX3]Br.[CX4,CX3,CX2][SX2H].[NX3H2][CX4][OH0].[#6][S]C#N.[#6,NX3][S](=O)(=O)[Cl,Br,I].[#6][B!$(B3OC(=O)CN(C)CC(=O)O3)]([OH0])[OH0].[#6]N=C=[O].[#6][CX3](=O)[O][PX4,SX4,SX3].[#6]O[N+]([O-])=O.[NX3][F].[#6][CX3H]=[NX2H].cBr.[#6][CX3](=[O,N])[F,Cl,Br,I].[AlX3].[#6][SX3](=O)[CX4H2,CX4H1].[#6][Sn].[#6][CX3H]=[NX2][NX3H][#6].[C]=[N+]([O-])[*].[NX3][N+](=O)[O-].[#6][BX3]([#6])[#6].[#6][NX2]=O.O=[CX2]=[CX3].[#6][Pd].c1cc[o+]cc1.[#6][BX3R0]([OX2][CX4!H0])[OX2][CX4!H0].[Sn,Si,P][Cl,Br,I,F].[#6,#7][NX2]=O.[CX3](=[O,S])[C]#[N].[N+][N-][N+].[CX4!H0][N+](=O)[O-].[NX3,NX2][Cl,Br].[#6][CX3]([#6,O,S])=[NX2H].[N,n][CX3]([O,S])=[NX2H].[CX4,c][SnX4,SiX4,PX4][Cl,Br,I,F].[O-][N+](=O)CN=[N+]=[N-].cI.C#C[Cl,Br].[NX3][CX3](=[SX1])[SX2H0].[CX4!H0,CX2][N+](=O)[O-].[CX4]1[CX4][CX4][SX2]1.[#6][SX2][SX2][#6].[#6][N+]#[C-].[NX3][CX4][OH].[#6][CX3](=[NX2][O])[NX3+]([OX1-])=[OX1].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][OH].[N+](=O)([O-])[CX4]([N+](=O)[O-])[N+](=O)[O-].[#6][PX3]([#6])[#6].[CX3]=[CX3]O[SX4](=O)(=O)[#6].[#6][BX3R]([OX2][CX4H2,c])[OX2][CX4H2,c].[PX4]=[NX2].[#6][N+]#[NX1].[CX4,c][SX2,SeX2][Cl,Br,I].[#6][SeX3](=O)[OH].c1nnnaa1
Buchwald	[CX3H2]=[NX2].[P][OX2][SX4](=[OX1])(=[OX1])[CX4,c].[CX4,c][NX3H][O].[#6]O[OH].[C]=[CX3][N+](=O)[O-].[n][CX3](=[O,S])[n].[NX4+,nX3+][NH2].[#6,O,N,S][CX3](=[O,N])[F,Cl,Br,I].[OH0][CX3](=[SX1])[SX2H].[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][NX3H][CX4,c].[#6][CX3]([#6])=[NX2H0R0][!O!N].[#6][CX3](=[SX1])[OX2][#6].[CX2H]#[CX2][CX3](=O)[OH].[NX2]=[NX2][NX3!H0].[CX4,c][SX2,Se][Cl,Br,I].[CX2]#[CX2]C#N.[C]#[C][O,N,P,S].[c,CX3,CX2,S,O,P][CX4][Br].[#6][CX3](=O)[O][CX3](=O)[#6].[CX2]#[CX2][CX3H]=O.[CX3!H0]=[CX3][SX3,SX4](=O).[CH2]=[CX3]S(=O).[CH]#[CX2]P(=O).[NX3][CX4][NX3].[#6][O]S(=O)(=O)[#6].[CX4!H0][CX3H]=O.[SX3,SX4,NX3+,PX4][CX3]([SX3,SX4,NX3+,PX4])=[C].[CH2]=[CX3]C#N.[CX3H2]=[CX3][CX3](=O)[OH0].[#6][NX3][OH].[CX2H]#[CX2][CX3](=O)[NX3].[CX4,c][SeX2H].[#6]C(=O)ON1C=CC=CC1=S.[CX4][NX3H][NX2]=[CX3H][#6].[OH][c][c][OH].[CX2H]#[CX2].[NX3H2][CX3]=[CX3].[#6][BX3]([OH0][CX4,c])[OH0][CX4,c].[#6][CX3H]=[NX2][NX3H2].[#6][CX3](=[NX2][NX3H][CX4])[#6].[S](=O)[CX4!H0][CX3](=O).[CX4,c][SnX4!H0].[CX4][NX3H2].[CX4][NX3]([CX4])[NX2]=[CX3]([#6])[#6].[CX3H](=[NX2])[NX3!H0].[CX3]=[NX2][OH].[#6][CX3](=[NX2])[NX3!H0].[#6][CX3](=[O])[SX2H0].[CX4!H0][NX3H][CX4!H0].[#6][CX3](=[NX2][NX3H0])[#6].[CX4][O]S(=O)(=O).[CX2]=[CX3]P(=O).[#6][CX3H]=[NX2][NX3H0].[CX3]=[NX2][O].[PX4](=O)[CX4!H0][PX4](=O).[#6][CX3](=[SX1])[NX3].[#6]N=C=[S].[CX4H1]I.[CX3][N]=[N+]=[N-].[CX4][SeX2][Cl,Br,I].[CH]#[CX2]C(F)(F)(F).[C]#[CX2]P(=O).[#6,O,N,S][CX3](=[O,N,S])[F,Cl,Br,I].[#6][SeX3](=O)[#6].[CX2H]#[CX2][C](=O)[#6].[CX3](=O)[CX3H]=O.[CX4,c][NX3H2].[CX3]=[CX3]I.[#6][CX2]#[N+][#6].[CX4]I.[CX4,c][SeX2][SeX2][CX4,c].[CX3]=[N+]=[N-].[#6][BX3]([OH])[OH].[#6][Zn][*].[NX1]#[CX2][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[CX4,c][N+]#[NX1].[#6][OX2][CX3](=S)[SX2H0].[CX4,c][SeX2][CX4,c].[CH2]=[CX3][CX3](=O)[OH].c[SiX4].[CX2](#N)[CX4!H0][PX4](=O).[CX4H2]I.[#6][NX3H][N+](=[O])[O-].[CX3H2]=[CX3][C](=O)[#6].[CX4H1]Br.[#6][SX3](=O)[OH].[NX3][CX3](=[SX1])[NX3].[#6,NX3][CX3](=O)[O][CX3](=O)[#6,NX3].C#C[F,Cl,Br,I].[CX3]=[CX3][OH,SH].[OH][c][c][c][OH].[#6][CX3](=[NX2][NX3H][#6])[#6].[#6][CX3](=[NX2][NX3H2])[#6].[CX2]=[CX3][N+](=O)[O-].[#6][CX3H]=[NX2][NX3H][CX4].[#6][CX3H]=[NX2H0][!O!N].[#6][S](=[OX1])[NX3][NX2]=[CX3H][#6].[#6][S](=[OX1])[NX3][NX2]=[CX3]([#6])[#6].[CX2]=[CX3][SX3,SX4](=O).[CX4]([SX2]1)[CX4]1.[#6][Mg,Cu][*].[#6][Li].[#6,N,O][CX3](=O)OC(=N)N.[CX4,c][N+]([CX4,c])([CX4,c])[CX4,c].[CX4!H0][NX3H][CX4H2,CX4H3].[CX3!H0]=[CX3]C(F)(F)(F).[CX2]#[CX2][N+](=O)[O-].[CX3]=[CX3]Br.[CX2H]#[CX2][N+](=O)[O-].[NX3H2][CX3H1]=[NX2][NX3H2].[CX3H]=[CX3][SX3,SX4](=O).[#6][CX3](=[SX1])[NX3H2].[#6][PX4](=O)([OH])[#6].[CX2]#[CX2][CX3](=O)[NX3].[CX4,CX3,CX2][SX2H].[CX2](#N)[CX4!H0][CX3](=O).[NX3H2][CX4][OH0].[PX4](=O)[CX4!H0][CX3](=O).[CX3]=[CX3][CX3H]=O.[#6][S]C#N.[#6,NX3][S](=O)(=O)[Cl,Br,I].[CX4][NX3]([CX4])[NX2]=[CX3H][#6].[#6]N=C=[O].[NX4+,PX4+,SeX2,SeX3,$([SX2]c),$([OX2][CX3]=O),Cl][CX4][CX4!H0][CX2]#[N].[OH][CX4][OH0R0].[#6][CX3H]=[NX2H0R0][!O!N].[#6][NX3!H0][NX3H0].[#6][CX3](=O)[O][PX4,SX4,SX3].[CX3R0]=[NX2][OH0].[#6]O[N+]([O-])=O.[CX4][N+](=O)[O-].[NX3][F].[CX2H]#[CX2][CX3](=O)[OH0,SX2H0].[#6][CX3H]=[NX2H].[nH].[#6][NX3H][O].[NX3][CX3](=[SX1])[NX3H2].[CX4,c][NX3]([CX4,c])[CX3]=[CX3].[CX2]#[CX2][CX3](=O)[OH0,SX2H0].[#6][SeX4](=O)(=O)[#6].[CX3H](=[NX2H])[NX3].[CX2]=[CX3]C(F)(F)(F).[#6][O][SX3](=O)[#6].[CX3](=O)[CX4!H0][CX3](=O).[$([CX4H0][CX4!H0])][Cl].[CX4H0][Br,I].cBr.[c][N+]#[NX1].[CX4]1[O,N][CX4H2]1.[NX3][CX3](=O)[NX3H2].[C]=[CX3][CX4]OC(=O)[CH3].[NX1]#[CX2][CX3]([SX3,SX4,NX3+,PX4])=[C].[#6][PX4](=O)([OH])O.[AlX3].[#6][SX3](=O)[CX4H2,CX4H1].[CX4][CX3H]=O.[CX2]#[CX2][CX3H](=O).[#6][CX3H]=[NX2][NX3H][#6].[C]#[CX2]S(=O).[CX3H2]=[CX3][CX3H](=O).[NX2H1]=[CX3H1][NX3H1][NX3H2].[C]=[N+]([O-])[*].[CX3!H0]=[CX3]P(=O).[S](=O)[CX4!H0][S](=O).[c,CX3,CX2,S,O,P][CX4!H0][Cl].[#6][CX3H]=O.[CX2H]#[CX2]C#N.[NX3][N+](=O)[O-].[#6][CX3](=O)[NX3H][CX3](=O)[#6].[CX3]=[CX3][N+](=O)[O-].[CX4][N+]#[NX1].[#6][CX3](=[NX2H])[NX3].[CX2H]#[CX2][CX3H](=O).[CX2]=[CX3]C#N.[#6][BX3]([#6])[#6].[CX2](#N)[CX4!H0][CX2](#N).O=[CX2]=[CX3].[CX4H2,CX4H3][NX3H][CX4H2,CX4H3].[CX2]#[CX2][C](=O)[#6].[#6][Pd].[OH][c][c][c][c][OH].c1cc[o+]cc1.[#6]OO[#6].[CH2]=[CX3][CX3](=O)[OH0,SX2H0].[#6][BX3R0]([OX2][CX4!H0])[OX2][CX4!H0].[CX4][NX3H][CX4].[CX4H2]Br.[Sn,Si,P][Cl,Br,I,F].[OH0][CX3](=O)O[CX4,c].[#6,#7][NX2]=O.[CX3]=[CX3][OH].[CX3!H0]=[CX3][CX3]=[OX1,SX1,NX2].[CX3](=[O,S])[C]#[N].[CX2]#[CX2][CX3](=O)[O][CX4,c].[N+][N-][N+].[CX2]=[CX3][CX3](=[O,SX1,NX2]).c[SX2H].[#6][CX3](=O)[O][c].[#6][CX3]([#6,O,S])=[NX2H].[c][OH].*[NX2]=[NX2]*.[N,n][CX3]([O,S])=[NX2H].[CX3!H0]=[CX3]C#N.[O-][N+](=O)CN=[N+]=[N-].[CX4!H0,$([CX4H0][CX4!H0])]Cl.[#6][N]=[N+]=[N-].[c][O]S(=O)(=O)[#6].cI.[P][SX2][CX4,c].[NX2H1]=[CX3]([#6])[NX3H1][NX3H2].[NX4+,PX4+,SeX2,SeX3,$([SX2]c),$([OX2][CX3]=O),Cl][CX4][CX4!H0][CX3,SX4,PX4]=[O].[CX3]=[CX3][O]S(=O)(=O)[#6].[NX3][CX3](=[SX1])[SX2H0].[NX3][CX3](=[NX2])[NX3H2].[NX1]#[CX2][CX3]([CX2]#[NX1])=[C].[NX3][CX4][O,NX3].[CX4!H0,CX2][N+](=O)[O-].[CX3!H0]=[CX3][N+](=O)[O-].[CX3]=[CX3][SiX4].[CX4]1[CX4][CX4][SX2]1.[#6][SX2][SX2][#6].[#6][N+]#[C-].[CX4H0]I.[NX3][CX4][OH].[NX3H2][CX3]([#6])=[NX2][NX3H2].[#6][CX3]([#6])=[NX2H0][!O!N].[CH]#[CX2]S(=O).[#6][CX3](=[NX2][O])[NX3+]([OX1-])=[OX1].[CX4]([OH])C#N.[N+](=O)([O-])[CX4]([N+](=O)[O-])[CX4][OH].[#6][S](=O)(=O)[OH].[CX4]Br.[S](=O)[CX4!H0][PX4](=O).[P][OX2][P].[CH2]=[CX3]P(=O).[N+](=O)([O-])[CX4]([N+](=O)[O-])[N+](=O)[O-].[P][Cl,Br,I].[#6][NX3,n][NX3!H0].[#6][PX3]([#6])[#6].[NX2,SX3,SX4,OX1]=[CX3][CX3]([CX3]=[NX2,SX3,SX4,OX1])=[C].[#6][BX3R]([OX2][CX4H2,c])[OX2][CX4H2,c].[#6][SX2H].[OH][CX4][OH0R].[PX4]=[NX2].[NX3][CX3](=[NX2H])[NX3].[CX4][SX2H].[#6][SeX3](=O)[OH].[CH2]=[CX3]C(F)(F)(F).[CH2]=[CX3][CX3](=O)[NX3].[NX2,SX3,SX4,OX1]=[CX3][CX3]([SX3,SX4,NX3+,PX4])=[C].[CX4H0]([Cl,Br,I])([Cl,Br,I])[Cl,Br,I].[CX4][NX3H][NX2]=[CX3]([#6])[#6].[NX3H2,$([NX3H][CX4,c]),$([NX3]([CX4,c])[CX4,c])][CX3](=[NX2H,$([NX2][CX4,c])])[NX3H2,$([NX3H][CX4!H0,c])].[#6,NX3][CX3](=[NX2])[OH0].[CX2](#N)[CX4!H0][S](=O)
