,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
520,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,1,CCCCN(CCCC)CCCOc1ccc(Br)cc1.CCCCN(CCCC)CCCOc1ccc(B(O)O)cc1.CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1Br.CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1B(O)O,CCCCc1oc2ccc(N)cc2c1C(=O)c1ccc(Br)cc1.CS(=O)(=O)Nc1ccc2oc(B(O)O)c(C(=O)c3ccc(Br)cc3)c2c1.CCCCc1oc2ccc(N)cc2c1Br.CS(=O)(=O)Nc1ccc2oc(Br)c(B(O)O)c2c1.CS(=O)(=O)Nc1ccc2oc(Br)c(C(=O)c3ccc(B(O)O)cc3)c2c1.OB(O)c1ccc(Br)cc1.CS(=O)(=O)Nc1ccc2oc(B(O)O)c(Br)c2c1,11,2,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CCCCN(CCCC)CCCOc1ccc(Br)cc1.CCCCN(CCCC)CCCOc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1Br,CN1C(C)(C)C(=O)OB(c2oc3ccc(NS(C)(=O)=O)cc3c2C(=O)c2ccc(Br)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2oc3ccc(NS(C)(=O)=O)cc3c2Br)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(C(=O)c3c(Br)oc4ccc(NS(C)(=O)=O)cc34)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C.CCCCc1oc2ccc(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)cc2c1Br.CCCCc1oc2ccc(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)cc2c1C(=O)c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2c(Br)oc3ccc(NS(C)(=O)=O)cc23)OC(=O)C1(C)C,CCCCN(CCCC)CCCOc1ccc(Br)cc1.CCCCN(CCCC)CCCOc1ccc(B(O)O)cc1.CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1Br.CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1B(O)O.CCCCc1oc2ccc(N)cc2c1C(=O)c1ccc(Br)cc1.CS(=O)(=O)Nc1ccc2oc(B(O)O)c(C(=O)c3ccc(Br)cc3)c2c1.CCCCc1oc2ccc(N)cc2c1Br.CS(=O)(=O)Nc1ccc2oc(Br)c(B(O)O)c2c1.CS(=O)(=O)Nc1ccc2oc(Br)c(C(=O)c3ccc(B(O)O)cc3)c2c1.OB(O)c1ccc(Br)cc1.CS(=O)(=O)Nc1ccc2oc(B(O)O)c(Br)c2c1
522,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2,[1CH3]c1ccc(C(=O)O)cc1,CC(C)(Oc1ccc(B(O)O)cc1)C(=O)O.CC(C)(Oc1ccc(CCN)cc1)C(=O)O,3,0,[1CH3]c1ccc(C(=O)O)cc1,CN1C(C)(C)C(=O)OB(c2ccc(OC(C)(C)C(=O)O)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCCc3ccc(OC(C)(C)C(=O)O)cc3)cc2)OC(=O)C1(C)C,[1CH3]c1ccc(C(=O)O)cc1.CC(C)(Oc1ccc(B(O)O)cc1)C(=O)O.CC(C)(Oc1ccc(CCN)cc1)C(=O)O
523,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,2,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,COc1cc2c(cc1OC)C[C@@H](C(=O)O)NC2,4,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,COc1cc2c(cc1OC)CN(C(=O)OCc1ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc1)[C@H](C(=O)O)C2,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O.COc1cc2c(cc1OC)C[C@@H](C(=O)O)NC2
526,OCC(O)COc1ccc(Cl)cc1,OCC(O)COc1ccc(Cl)cc1,1,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1,,2,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C,,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1
528,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,2,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,O=C(O)[C@@H]1CCCN1,4,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3C(=O)O)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O.O=C(O)[C@@H]1CCCN1
531,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,2,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,O=C(O)[C@@H]1Cc2ccccc2CN1,4,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3Cc4ccccc4C[C@H]3C(=O)O)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O.O=C(O)[C@@H]1Cc2ccccc2CN1
532,Clc1cc(Cl)c(OCC#CI)cc1Cl,Clc1cc(Cl)c(OCC#CI)cc1Cl,1,[1CH3]c1cc([1CH3])c(B(O)O)cc1[1CH3].[1CH3]c1cc([1CH3])c(Br)cc1[1CH3],,2,0,[1CH3]c1cc([1CH3])c(Br)cc1[1CH3].CN1C(C)(C)C(=O)OB(c2cc([1CH3])c([1CH3])cc2[1CH3])OC(=O)C1(C)C,,[1CH3]c1cc([1CH3])c(B(O)O)cc1[1CH3].[1CH3]c1cc([1CH3])c(Br)cc1[1CH3]
534,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,4,CC(C)NCCCCOCC(=O)NS(C)(=O)=O.OB(O)c1ccccc1.Brc1ccccc1,,3,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.Brc1ccccc1,,CC(C)NCCCCOCC(=O)NS(C)(=O)=O.OB(O)c1ccccc1.Brc1ccccc1
535,Cc1cc(C2CCCCC2)n(O)c(=O)c1,Cc1cc(C2CCCCC2)n(O)c(=O)c1,1,Cc1cc(Br)n(O)c(=O)c1.Cc1cc(B(O)O)n(O)c(=O)c1,,2,0,Cc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)n(O)c(=O)c1.Cc1cc(Br)n(O)c(=O)c1,,Cc1cc(Br)n(O)c(=O)c1.Cc1cc(B(O)O)n(O)c(=O)c1
538,COCCCOc1cc(C[C@@H](C[C@H]([1NH2])[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C[C@H]([1NH]C(=O)OC(C)(C)C)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,2,COCCCOc1cc(B(O)O)ccc1OC.COCCCOc1cc(Br)ccc1OC.CC(C)(CN)c1ncco1,COc1ccc(B(O)O)cc1Br.COc1ccc(Br)cc1B(O)O,5,1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCC(C)(C)c3ncco3)cc2)OC(=O)C1(C)C.COCCCOc1cc(Br)ccc1OC.COCCCOc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)ccc1OC,COc1ccc(Br)cc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.COc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1Br,COCCCOc1cc(B(O)O)ccc1OC.COCCCOc1cc(Br)ccc1OC.CC(C)(CN)c1ncco1.COc1ccc(B(O)O)cc1Br.COc1ccc(Br)cc1B(O)O
540,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,[1CH3]c1ccc(Br)cc1.CC(C)NC(=O)C(C)(C)Oc1ccc(B(O)O)cc1.[1CH3]c1ccc(B(O)O)cc1.CC(C)OC(=O)C(C)(C)Oc1ccc(Br)cc1,CC(C)(Oc1ccc(B(O)O)cc1)C(=O)O,5,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CC(C)NC(=O)C(C)(C)Oc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CC(C)OC(=O)C(C)(C)Oc1ccc(Br)cc1,CN1C(C)(C)C(=O)OB(c2ccc(OC(C)(C)C(=O)O)cc2)OC(=O)C1(C)C,[1CH3]c1ccc(Br)cc1.CC(C)NC(=O)C(C)(C)Oc1ccc(B(O)O)cc1.[1CH3]c1ccc(B(O)O)cc1.CC(C)OC(=O)C(C)(C)Oc1ccc(Br)cc1.CC(C)(Oc1ccc(B(O)O)cc1)C(=O)O
541,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,2,OB(O)c1ccccc1.CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)O)C(C)C.Brc1ccccc1.CCC(=O)O.CC(C)[C@@H](O)OP(=O)(CCCCc1ccccc1)CC(=O)O,O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1,6,0,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)O)C(C)C.Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CCC(=O)O.CC(C)[C@@H](O)OP(=O)(CCCCc1ccccc1)CC(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3C[C@H](C4CCCCC4)C[C@H]3C(=O)O)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)O)C(C)C.Brc1ccccc1.CCC(=O)O.CC(C)[C@@H](O)OP(=O)(CCCCc1ccccc1)CC(=O)O.O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1
543,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1[1NH2],CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1[1NH]C(=O)OC(C)(C)C,1,CCCCOc1cc(C(=O)O)ccc1[1NH]C(=O)OC(C)(C)C,,1,0,CCCCOc1cc(C(=O)O)ccc1[1NH]C(=O)OC(C)(C)C,,CCCCOc1cc(C(=O)O)ccc1[1NH]C(=O)OC(C)(C)C
544,[1NH2]CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CC(C)(C)OC(=O)[1NH]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N(C(=O)OC(C)(C)C)[C@@H](CCc1ccccc1)C(=O)O,2,OB(O)c1ccccc1.Brc1ccccc1,O=C(O)[C@@H]1CCCN1,3,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3C(=O)O)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.Brc1ccccc1.O=C(O)[C@@H]1CCCN1
545,[1NH2][C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,CC(C)(C)OC(=O)[1NH][C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,2,,[1CH3]c1cc(B(O)O)cc([1CH3])c1Br.[1CH3]c1cc(Br)cc([1CH3])c1B(O)O.CC(C)(C)OC(=O)[1NH][C@H](Cc1cc([1CH3])c(O)c([1CH3])c1)C(=O)O,3,0,,CN1C(C)(C)C(=O)OB(c2cc([1CH3])c(Br)c([1CH3])c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c([1CH3])cc(Br)cc2[1CH3])OC(=O)C1(C)C.CC(C)(C)OC(=O)[1NH][C@H](Cc1cc([1CH3])c(O)c([1CH3])c1)C(=O)O,[1CH3]c1cc(B(O)O)cc([1CH3])c1Br.[1CH3]c1cc(Br)cc([1CH3])c1B(O)O.CC(C)(C)OC(=O)[1NH][C@H](Cc1cc([1CH3])c(O)c([1CH3])c1)C(=O)O
546,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[1nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,COC(=O)[C@H]1[C@H]2C[C@@H]3c4c(c5ccc(OC)cc5[1n]4C(=O)OC(C)(C)C)CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,2,COc1cc(Br)cc(OC)c1OC.COc1cc(C=CC(=O)O)cc(OC)c1OC.COc1cc(B(O)O)cc(OC)c1OC,O=C(O)/C=C\B(O)O.O=C(O)/C=C/B(O)O,5,4,COc1cc(Br)cc(OC)c1OC.COc1cc(C=CC(=O)O)cc(OC)c1OC.COc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc(OC)c1OC,CN1C(C)(C)C(=O)OB(/C=C/C(=O)O)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\C(=O)O)OC(=O)C1(C)C,COc1cc(Br)cc(OC)c1OC.COc1cc(C=CC(=O)O)cc(OC)c1OC.COc1cc(B(O)O)cc(OC)c1OC.O=C(O)/C=C\B(O)O.O=C(O)/C=C/B(O)O
548,CN(C)CCOC(c1ccccc1)c1ccccc1,CN(C)CCOC(c1ccccc1)c1ccccc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
550,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,1,O=C(O)c1cccnc1,,1,0,O=C(O)c1cccnc1,,O=C(O)c1cccnc1
551,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,1,OB(O)c1ccccn1.Brc1ccccn1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.Brc1ccccn1,,OB(O)c1ccccn1.Brc1ccccn1
553,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,2,Brc1ncccn1.COc1ccc(CNCCN(C)C)cc1,,2,0,Brc1ncccn1.COc1ccc(CN(CCN(C)C)C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)cc1,,Brc1ncccn1.COc1ccc(CNCCN(C)C)cc1
554,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,2,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,O=C(O)[C@@H]1CC2(CN1)SCCS2,4,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CC4(C[C@H]3C(=O)O)SCCS4)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.Brc1ccccc1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OC(C)(C)C)[C@@H](C)C(=O)O.O=C(O)[C@@H]1CC2(CN1)SCCS2
555,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3,NS(=O)(=O)c1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc(Br)cc1.Cc1ccc(B(O)O)cc1.Cc1ccc(Br)cc1,,4,0,NS(=O)(=O)c1ccc(Br)cc1.Cc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CN1C(C)(C)C(=O)OB(c2ccc(S(N)(=O)=O)cc2)OC(=O)C1(C)C.Cc1ccc(Br)cc1,,NS(=O)(=O)c1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc(Br)cc1.Cc1ccc(B(O)O)cc1.Cc1ccc(Br)cc1
556,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,1,CC(=O)O,,1,1,CC(=O)O,,CC(=O)O
557,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,2,CN1CCC(NCc2cccs2)CC1.OB(O)c1ccccc1.Brc1ccccc1,,3,0,CN1CCC(N(Cc2cccs2)C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)CC1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,CN1CCC(NCc2cccs2)CC1.OB(O)c1ccccc1.Brc1ccccc1
558,c1ccc2[1nH]c(-c3cscn3)nc2c1,CC(C)(C)OC(=O)[1n]1c(-c2cscn2)nc2ccccc21,2,CC(C)(C)OC(=O)[1n]1c(Br)nc2ccccc21.Brc1cscn1.OB(O)c1cscn1,,3,0,CC(C)(C)OC(=O)[1n]1c(Br)nc2ccccc21.Brc1cscn1.CN1C(C)(C)C(=O)OB(c2cscn2)OC(=O)C1(C)C,,CC(C)(C)OC(=O)[1n]1c(Br)nc2ccccc21.Brc1cscn1.OB(O)c1cscn1
560,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,1,O=C(O)CCCCCCCCO.C/C(=C\C(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,,2,0,O=C(O)CCCCCCCCO.C/C(=C\C(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,,O=C(O)CCCCCCCCO.C/C(=C\C(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
562,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,2,CCN(CC)CCOc1ccc2nc(B(O)O)sc2c1.CNC.CCN(CC)CCOc1ccc2nc(Br)sc2c1,,3,0,CN(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CCN(CC)CCOc1ccc2nc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)sc2c1.CCN(CC)CCOc1ccc2nc(Br)sc2c1,,CCN(CC)CCOc1ccc2nc(B(O)O)sc2c1.CNC.CCN(CC)CCOc1ccc2nc(Br)sc2c1
563,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,2,CC(C)(C)OC(=O)/C=C/c1ccccc1Br.CC(C)(C)OC(=O)C=CBr.CC(C)(C)OC(=O)/C=C\Br.CCNC(=O)C1=C(C)NC(C)=C(C(=O)NCC)C1c1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C/B(O)O.CC(C)(C)OC(=O)/C=C/Br.CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Br.CC(C)(C)OC(=O)/C=C/c1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C\B(O)O.CC(C)(C)OC(=O)C=CB(O)O,OB(O)c1ccccc1Br,11,0,CC(C)(C)OC(=O)/C=C/c1ccccc1Br.CC(C)(C)OC(=O)C=CBr.CN1C(C)(C)C(=O)OB(C=CC(=O)OC(C)(C)C)OC(=O)C1(C)C.CCNC(=O)C1=C(C)NC(C)=C(C(=O)NCC)C1c1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CC(C)(C)OC(=O)/C=C\Br.CN1C(C)(C)C(=O)OB(c2ccccc2/C=C/C(=O)OC(C)(C)C)OC(=O)C1(C)C.CC(C)(C)OC(=O)/C=C/Br.CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Br.CN1C(C)(C)C(=O)OB(/C=C/C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\C(=O)OC(C)(C)C)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccccc2Br)OC(=O)C1(C)C,CC(C)(C)OC(=O)/C=C/c1ccccc1Br.CC(C)(C)OC(=O)C=CBr.CC(C)(C)OC(=O)/C=C\Br.CCNC(=O)C1=C(C)NC(C)=C(C(=O)NCC)C1c1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C/B(O)O.CC(C)(C)OC(=O)/C=C/Br.CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Br.CC(C)(C)OC(=O)/C=C/c1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C\B(O)O.CC(C)(C)OC(=O)C=CB(O)O.OB(O)c1ccccc1Br
565,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,2,OB(O)c1ccccn1.COc1ccc(CNCCN(C)C)cc1.Brc1ccccn1,,3,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.COc1ccc(CN(CCN(C)C)C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)cc1.Brc1ccccn1,,OB(O)c1ccccn1.COc1ccc(CNCCN(C)C)cc1.Brc1ccccn1
567,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,2,OB(O)c1ccc(C(c2ccccc2)n2ccnc2)cc1.Brc1ccc(C(c2ccccc2)n2ccnc2)cc1.OB(O)c1ccccc1.Brc1ccccc1,,4,0,Brc1ccc(C(c2ccccc2)n2ccnc2)cc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccc(C(c3ccccc3)n3ccnc3)cc2)OC(=O)C1(C)C,,OB(O)c1ccc(C(c2ccccc2)n2ccnc2)cc1.Brc1ccc(C(c2ccccc2)n2ccnc2)cc1.OB(O)c1ccccc1.Brc1ccccc1
568,CN(C)CCC(c1ccccc1)c1ccccn1,CN(C)CCC(c1ccccc1)c1ccccn1,1,OB(O)c1ccccn1.OB(O)c1ccccc1.Brc1ccccc1.Brc1ccccn1,,4,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.Brc1ccccn1,,OB(O)c1ccccn1.OB(O)c1ccccc1.Brc1ccccc1.Brc1ccccn1
