target;protectedtarget;numGens;monoDeprotected;diDeprotected;total#ofBuilings;blockAboveLimits;monoProtected;diProtected
F[Sn]F;F[Sn]F;1;;;0;0;;
[Na+];[Na+];1;;;0;0;;
[Mg+2];[Mg+2];1;;;0;0;;
O=P([O-])([O-])F;O=P([O-])([O-])F;1;;;0;0;;
[OH-];[OH-];1;;;0;0;;
[F-];[F-];1;;;0;0;;
O=C([O-])[O-];O=C([O-])[O-];1;;;0;0;;
OO;OO;1;;;0;0;;
[O-2];[O-2];1;;;0;0;;
[Al+3];[Al+3];1;;;0;0;;
[Si+4];[Si+4];1;;;0;0;;
[Ca+2];[Ca+2];1;;;0;0;;
O=P([O-])([O-])[O-];O=P([O-])([O-])[O-];1;;;0;0;;
O;O;1;;;0;0;;
Oc1cccc2cccnc12;Oc1cccc2cccnc12;1;;;0;0;;
O=BOO;O=BOO;1;;;0;0;;
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;1;;;0;0;;
CC(=O)Oc1ccccc1C(=O)O;CC(=O)Oc1ccccc1C(=O)O;1;;;0;0;;
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;1;;;0;0;;
Cc1ncc([N+](=O)[O-])n1CCO;Cc1ncc([N+](=O)[O-])n1CCO;1;;;0;0;;
O=S(=O)([O-])[O-];O=S(=O)([O-])[O-];1;;;0;0;;
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;1;;;0;0;;
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1;N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1;1;;;0;0;;
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F;C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F;1;;;0;0;;
CC(C)c1ccc2oc3nc([1NH2])c(C(=O)O)cc3c(=O)c2c1;CC(C)c1ccc2oc3nc([1NH]C(=O)OC(C)(C)C)c(C(=O)O)cc3c(=O)c2c1;1;;;0;0;;
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1;Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1;1;;;0;0;;
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)([1NH2])C1;CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)([1NH]C(=O)OC(C)(C)C)C1;1;;;0;0;;
C[1NH]C[C@H](O)c1ccc(O)c(O)c1;C[1N](C[C@H](O)c1ccc(O)c(O)c1)C(=O)OC(C)(C)C;1;;;0;0;;
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;1;;;0;0;;
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;1;;;0;0;;
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21;C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21;1;;;0;0;;
[O-][Si]([O-])([O-])[O-];[O-][Si]([O-])([O-])[O-];1;;;0;0;;
[Bi+3];[Bi+3];1;;;0;0;;
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12;1;;;0;0;;
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1;CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1;1;OB(O)c1ccccc1.Brc1ccccc1;;2;0;CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
O=[N+]([O-])[O-];O=[N+]([O-])[O-];1;;;0;0;;
O[Al](O)O;O[Al](O)O;1;;;0;0;;
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1;NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1;1;;;0;0;;
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;1;;;0;0;;
[Br-];[Br-];1;;;0;0;;
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC;CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC;1;;;0;0;;
CN/C(=N/C#N)NCCSCc1nc[1nH]c1C;CN/C(=N/C#N)NCCSCc1nc[1n](C(=O)OC(C)(C)C)c1C;1;;;0;0;;
CC(C)(O)C(Cl)(Cl)Cl;CC(C)(O)C(Cl)(Cl)Cl;1;;;0;0;;
CNC(C)CCC=C(C)C;CC(C)=CCCC(C)N(C)C(=O)OC(C)(C)C;1;;;0;0;;
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[1nH]c2c1;COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[1n](C(=O)OC(C)(C)C)c2c1;1;;;0;0;;
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;1;;;0;0;;
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[1nH]2)c1OC;COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[1n]2C(=O)OC(C)(C)C)c1OC;1;;;0;0;;
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1;CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1;1;O=C(O)C(O)(c1ccccc1)C1CCCCC1;;1;0;O=C(O)C(O)(c1ccccc1)C1CCCCC1;
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC;CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC;1;;;0;0;;
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C;CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C;1;COc1cc(C(=O)O)cc(OC)c1OC;;1;0;COc1cc(C(=O)O)cc(OC)c1OC;
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21;CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21;1;O=C(O)C1c2ccccc2Oc2ccccc21;;1;0;O=C(O)C1c2ccccc2Oc2ccccc21;
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1;C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1;1;O=C(O)C(O)(c1ccccc1)C1CCCC1;;1;0;O=C(O)C(O)(c1ccccc1)C1CCCC1;
C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1;C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1;1;;;0;0;;
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12;CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12;1;OB(O)c1nn(Cc2ccccc2)c2ccccc12.Brc1nn(Cc2ccccc2)c2ccccc12;;2;0;Brc1nn(Cc2ccccc2)c2ccccc12.CN1C(C)(C)C(=O)OB(c2nn(Cc3ccccc3)c3ccccc23)OC(=O)C1(C)C;
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;1;;;0;0;;
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1;CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1;1;O=C(O)C(O)(c1ccccc1)C1CCCCC1;;1;0;O=C(O)C(O)(c1ccccc1)C1CCCCC1;
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1;CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1;1;O=C(O)C1(C2CCCCC2)CCCCC1;;1;0;O=C(O)C1(C2CCCCC2)CCCCC1;
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC;COc1cc([At])c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC;1;;;0;0;;
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21;O=C1c2cccc(O)c2C(=O)c2c(O)cccc21;1;;;0;0;;
COc1ccc2[1nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1;COc1ccc2c(c1)nc([S@@](=O)Cc1ncc(C)c(OC)c1C)[1n]2C(=O)OC(C)(C)C;1;;;0;0;;
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;1;;;0;1;;
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C;CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C;1;O=C(O)C1c2ccccc2Oc2ccccc21;;1;0;O=C(O)C1c2ccccc2Oc2ccccc21;
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1;CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1;1;;;0;0;;
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12;CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12;1;;;0;0;;
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21;CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21;1;;;0;0;;
O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O;O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O;1;;;0;0;;
CCN(CCCc1ccccc1)CCCc1ccccc1;CCN(CCCc1ccccc1)CCCc1ccccc1;1;OB(O)c1ccccc1.Brc1ccccc1;;2;0;CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;1;;;0;0;;
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[1nH]c2ccccc12;CC(C)(C)OC(=O)[1n]1cc(C(=O)O[C@@H]2C[C@@H]3C[C@H]4C[C@H](C2)N3CC4=O)c2ccccc21;1;CC(C)(C)OC(=O)[1n]1cc(C(=O)O)c2ccccc21;;1;0;CC(C)(C)OC(=O)[1n]1cc(C(=O)O)c2ccccc21;
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO;OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO;1;;;0;0;;
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;1;;;0;0;;
OCC(O)CO;OCC(O)CO;1;;;0;0;;
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O;1;;;0;0;;
O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1;O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1;1;;;0;0;;
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;1;;;0;0;;
[1NH2]CCC[C@H]([1NH2])C(=O)O;CC(C)(C)OC(=O)[1NH]CCC[C@H]([1NH]C(=O)OC(C)(C)C)C(=O)O;1;;;0;0;;
O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-];O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-];1;;;0;0;;
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;1;;;0;0;;
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O;Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O;1;;;0;0;;
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)C[1NH]1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)C[1N]1C(=O)OC(C)(C)C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;1;;;0;0;;
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2;C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2;1;O=C(O)C(O)c1ccccc1;;1;0;O=C(O)C(O)c1ccccc1;
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1;O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1;1;;;0;0;;
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2;CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2;1;O=C(O)[C@H](CO)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)[C@H](CO)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO;OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO;1;;;0;0;;
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;1;O=C(O)[C@H](CO)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)[C@H](CO)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1;CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1;1;;;0;0;;
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-];O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-];1;;;0;0;;
Cc1[1nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O;Cc1c(CN2CCc3c(c4ccccc4n3C)C2=O)nc[1n]1C(=O)OC(C)(C)C;1;;;0;0;;
[C];[C];1;;;0;0;;
[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-];[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-];1;;;0;0;;
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2;CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2;1;OB(O)c1ccccc1.O=C(O)C(CO)c1ccccc1.Brc1ccccc1;;3;0;CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.O=C(O)C(CO)c1ccccc1.Brc1ccccc1;
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21;CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21;1;;;0;0;;
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;1;;;0;0;;
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;1;O=C(O)[C@H](CO)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)[C@H](CO)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
CCCCCNC(=N)N/N=C/c1c[1nH]c2ccc(OC)cc12;CCCCCNC(=N)N/N=C/c1c[1n](C(=O)OC(C)(C)C)c2ccc(OC)cc12;1;;;0;0;;
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C;CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C;1;OB(O)c1ccccc1.Brc1ccccc1;;2;0;CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[1nH]2)c1C;COCCCOc1ccnc(CS(=O)c2nc3ccccc3[1n]2C(=O)OC(C)(C)C)c1C;1;Cc1c(B(O)O)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C.Cc1c(Br)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C;;2;0;Cc1c(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C.Cc1c(Br)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C;
C[C@@H](O[C@H]1OCCN(Cc2n[1nH]c(=O)[1nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;C[C@@H](O[C@H]1OCCN(Cc2n[1n](C(=O)OC(C)(C)C)c(=O)[1n]2C(=O)OC(C)(C)C)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;1;;;0;0;;
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1;CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1;1;;;0;0;;
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O;CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O;2;CNC;;1;0;CN(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1;
CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-];CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-];1;O=C(O)CS(=O)(=O)[O-];;1;0;O=C(O)CS(=O)(=O)[O-];
C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5;C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5;1;;;0;0;;
O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1;O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1;1;O=C(O)C(O)(c1ccccc1)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)C(O)(c1ccccc1)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[1nH]1;Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C;1;Cc1c(B(O)O)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C.Cc1c(Br)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C;;2;0;Cc1c(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C.Cc1c(Br)ccnc1CS(=O)c1nc2ccccc2[1n]1C(=O)OC(C)(C)C;
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1;CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1;1;COc1ccc(C(=O)O)cc1OC.COc1ccc(B(O)O)cc1.COc1ccc(Br)cc1;;3;0;COc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.COc1ccc(C(=O)O)cc1OC.COc1ccc(Br)cc1;
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[1nH]c3ccccc13)C2;CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[1n](C(=O)OC(C)(C)C)c3ccccc13)C2;1;CC(C)(C)OC(=O)[1n]1cc(C(=O)O)c2ccccc21;;1;0;CC(C)(C)OC(=O)[1n]1cc(C(=O)O)c2ccccc21;
O=c1[1nH]c2ccccc2n1CCCN1CCC(n2c(=O)[1nH]c3cc(Cl)ccc32)CC1;CC(C)(C)OC(=O)[1n]1c(=O)n(CCCN2CCC(n3c(=O)[1n](C(=O)OC(C)(C)C)c4cc(Cl)ccc43)CC2)c2ccccc21;1;;;0;0;;
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]2NC(=N)N)[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2N(C)C(=O)OC(C)(C)C)[C@@]1(O)C=O;1;;;0;0;;
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1;C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1;1;O=C(O)C(O)(c1ccccc1)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)C(O)(c1ccccc1)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;1;;;0;0;;
C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2;C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2;1;O=C(O)C(O)(c1ccccc1)c1ccccc1.OB(O)c1ccccc1.Brc1ccccc1;;3;0;O=C(O)C(O)(c1ccccc1)c1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;
